player_id,player_name,firstname,lastname,number,position,age,birth_date,birth_place,birth_country,nationality,height,weight,injured,rating,team_id,team_name,league,season,captain,shots_total,shots_on,goals_total,goals_conceded,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,penalty_saved,games_appearences,games_minutes_played,games_lineups,substitutes_in,substitutes_out,substitutes_bench
277,M. Diaby,Moussa,Diaby,NA,Attacker,21,07/07/1999,Paris,France,France,170 cm,65 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,288,2,4,1,4
277,M. Diaby,Moussa,Diaby,NA,Attacker,21,07/07/1999,Paris,France,France,170 cm,65 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,102,1,1,0,1
277,M. Diaby,Moussa,Diaby,NA,Attacker,21,07/07/1999,Paris,France,France,170 cm,65 kg,NA,6.700000,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,0,0,0,0,0,5,0,100,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,1,0,6
1800,K. Trapp,Kevin,Trapp,NA,Goalkeeper,30,08/07/1990,Merzig,Germany,Germany,189 cm,88 kg,NA,NA,85,Paris Saint Germain,Ligue 1,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1090,Antoine Bernede,Antoine,Bernede,NA,Midfielder,21,26/05/1999,Paris,France,France,177 cm,74 kg,NA,7.100000,85,Paris Saint Germain,Ligue 1,2018-2019,0,1,1,0,0,0,159,1,92,7,1,3,32,17,0,0,1,2,0,0,0,0,0,0,0,0,2,170,2,0,1,2
1090,Antoine Bernede,Antoine,Bernede,NA,Midfielder,21,26/05/1999,Paris,France,France,177 cm,74 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14474,Kevin Ramon Rimane,Kevin Ramon,Rimane,NA,Defender,29,23/02/1991,Cayenne,French Guiana,French Guiana,181 cm,74 kg,NA,6.300000,85,Paris Saint Germain,Ligue 1,2018-2019,0,0,0,0,0,0,8,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,7
14474,Kevin Ramon Rimane,Kevin Ramon,Rimane,NA,Defender,29,23/02/1991,Cayenne,French Guiana,French Guiana,181 cm,74 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14474,Kevin Ramon Rimane,Kevin Ramon,Rimane,NA,Defender,29,23/02/1991,Cayenne,French Guiana,French Guiana,181 cm,74 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,1,0,1
268,Isaac Hemans Arday,Isaac,Hemans Arday,NA,Midfielder,24,26/12/1996,NA,France,France,NA,NA,NA,NA,85,Paris Saint Germain,Ligue 1,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1585,Jesé,Jesé,Rodríguez Ruiz,NA,Attacker,27,26/02/1993,Las Palmas de Gran Canaria,Spain,Spain,178 cm,72 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
254,G. Buffon,Gianluigi,Buffon,NA,Goalkeeper,42,28/01/1978,Carrara,Italy,Italy,192 cm,92 kg,NA,6.947058,85,Paris Saint Germain,Ligue 1,2018-2019,0,0,0,0,18,0,295,0,90,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,1,17,1530,17,0,0,20
254,G. Buffon,Gianluigi,Buffon,NA,Goalkeeper,42,28/01/1978,Carrara,Italy,Italy,192 cm,92 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,1,0,1
254,G. Buffon,Gianluigi,Buffon,NA,Goalkeeper,42,28/01/1978,Carrara,Italy,Italy,192 cm,92 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,0,0,5
254,G. Buffon,Gianluigi,Buffon,NA,Goalkeeper,42,28/01/1978,Carrara,Italy,Italy,192 cm,92 kg,NA,6.340000,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,0,0,0,6,0,75,0,69,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,5,450,5,0,0,0
272,A. Rabiot,Adrien,Rabiot,NA,Midfielder,25,03/04/1995,Saint-Maurice,France,France,188 cm,71 kg,NA,7.276923,85,Paris Saint Germain,Ligue 1,2018-2019,0,7,3,2,0,1,975,9,92,20,2,10,126,78,22,15,8,23,3,0,0,0,0,0,0,0,14,1063,12,2,2,2
272,A. Rabiot,Adrien,Rabiot,NA,Midfielder,25,03/04/1995,Saint-Maurice,France,France,188 cm,71 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,A. Rabiot,Adrien,Rabiot,NA,Midfielder,25,03/04/1995,Saint-Maurice,France,France,188 cm,71 kg,NA,6.880000,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,4,0,0,0,0,216,1,73,4,0,3,37,29,2,2,5,2,0,0,0,0,0,0,0,0,5,282,3,2,0,3
90591,A. Toufiqui,Azzeddine,Toufiqui,NA,Midfielder,21,25/04/1999,NA,France,France,175 cm,NA,NA,NA,85,Paris Saint Germain,Ligue 1,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
265,A. Zagre,Arthur,Zagre,NA,Defender,19,04/10/2001,NA,France,France,NA,NA,NA,NA,85,Paris Saint Germain,Ligue 1,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
90593,M. Güçlü,Météhan,Güçlü,NA,Attacker,21,02/04/1999,Montfermeil,France,Turkey,182 cm,NA,NA,7.300000,85,Paris Saint Germain,Ligue 1,2018-2019,0,2,2,1,0,0,3,1,100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,1,0,1
1138,T. Weah,Timothy,Weah,NA,Attacker,20,22/02/2000,NA,USA,USA,185 cm,66 kg,NA,7.050000,85,Paris Saint Germain,Ligue 1,2018-2019,0,2,2,1,0,0,4,1,75,0,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,0,2,54,1,1,1,1
255,S. Cibois,Sébastien,Cibois,NA,Goalkeeper,22,02/03/1998,Argenteuil,France,France,178 cm,NA,NA,NA,85,Paris Saint Germain,Ligue 1,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
255,S. Cibois,Sébastien,Cibois,NA,Goalkeeper,22,02/03/1998,Argenteuil,France,France,178 cm,NA,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,S. Cibois,Sébastien,Cibois,NA,Goalkeeper,22,02/03/1998,Argenteuil,France,France,178 cm,NA,NA,NA,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
270,S. N&apos;Soki,Stanley,N'Soki,NA,Defender,21,09/04/1999,Poissy,France,France,178 cm,NA,NA,6.790909,85,Paris Saint Germain,Ligue 1,2018-2019,0,0,0,0,0,0,399,3,79,14,1,18,83,52,18,13,3,9,2,0,0,0,0,0,0,0,12,697,8,4,3,19
270,S. N&apos;Soki,Stanley,N'Soki,NA,Defender,21,09/04/1999,Poissy,France,France,178 cm,NA,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
270,S. N&apos;Soki,Stanley,N'Soki,NA,Defender,21,09/04/1999,Poissy,France,France,178 cm,NA,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,93,1,1,0,3
270,S. N&apos;Soki,Stanley,N'Soki,NA,Defender,21,09/04/1999,Poissy,France,France,178 cm,NA,NA,NA,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
259,Thiago Silva,Thiago Emiliano,da Silva,NA,Defender,36,22/09/1984,Rio de Janeiro,Brazil,Brazil,183 cm,79 kg,NA,7.154166,85,Paris Saint Germain,Ligue 1,2018-2019,23,12,1,0,0,1,1678,5,93,12,20,31,135,88,2,2,23,19,4,0,0,0,2,0,0,0,25,2079,24,1,3,3
259,Thiago Silva,Thiago Emiliano,da Silva,NA,Defender,36,22/09/1984,Rio de Janeiro,Brazil,Brazil,183 cm,79 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,180,2,0,0,0
259,Thiago Silva,Thiago Emiliano,da Silva,NA,Defender,36,22/09/1984,Rio de Janeiro,Brazil,Brazil,183 cm,79 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,350,4,0,1,1
259,Thiago Silva,Thiago Emiliano,da Silva,NA,Defender,36,22/09/1984,Rio de Janeiro,Brazil,Brazil,183 cm,79 kg,NA,7.242857,85,Paris Saint Germain,UEFA Champions League,2018-2019,7,1,0,0,0,0,519,0,91,4,6,11,39,28,1,1,7,5,0,0,0,0,0,0,0,0,7,616,7,0,1,0
261,T. Kehrer,Thilo,Kehrer,NA,Defender,24,21/09/1996,Tübingen,Germany,Germany,186 cm,76 kg,NA,7.012000,85,Paris Saint Germain,Ligue 1,2018-2019,0,13,3,1,0,1,1223,5,91,42,17,32,221,134,4,4,16,26,4,0,0,0,3,0,0,0,27,1896,19,8,2,12
261,T. Kehrer,Thilo,Kehrer,NA,Defender,24,21/09/1996,Tübingen,Germany,Germany,186 cm,76 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,0,0,1
261,T. Kehrer,Thilo,Kehrer,NA,Defender,24,21/09/1996,Tübingen,Germany,Germany,186 cm,76 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,480,5,0,0,0
261,T. Kehrer,Thilo,Kehrer,NA,Defender,24,21/09/1996,Tübingen,Germany,Germany,186 cm,76 kg,NA,6.642857,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,2,1,0,0,0,292,1,91,7,2,5,51,29,4,4,2,6,2,0,0,0,0,0,0,0,7,488,5,2,2,3
257,Marquinhos,Marcos,Aoás Corrêa,NA,Defender,26,14/05/1994,São Paulo,Brazil,Brazil,183 cm,75 kg,NA,7.231034,85,Paris Saint Germain,Ligue 1,2018-2019,11,11,3,3,0,2,2011,10,91,41,13,43,236,142,7,6,9,29,2,0,1,0,1,0,0,0,30,2695,30,0,1,1
257,Marquinhos,Marcos,Aoás Corrêa,NA,Defender,26,14/05/1994,São Paulo,Brazil,Brazil,183 cm,75 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,136,2,0,1,0
257,Marquinhos,Marcos,Aoás Corrêa,NA,Defender,26,14/05/1994,São Paulo,Brazil,Brazil,183 cm,75 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,375,4,0,1,0
257,Marquinhos,Marcos,Aoás Corrêa,NA,Defender,26,14/05/1994,São Paulo,Brazil,Brazil,183 cm,75 kg,NA,6.871428,85,Paris Saint Germain,UEFA Champions League,2018-2019,1,3,2,1,0,0,422,3,91,6,2,11,45,21,3,2,2,8,2,0,0,0,0,0,0,0,7,630,7,0,0,1
264,T. Meunier,Thomas,Meunier,NA,Defender,29,12/09/1991,Sainte-Ode,Belgium,Belgium,190 cm,82 kg,NA,7.076190,85,Paris Saint Germain,Ligue 1,2018-2019,0,18,7,3,0,3,686,20,85,30,2,17,158,86,16,8,4,23,2,0,0,1,0,0,0,0,22,1615,19,3,8,6
264,T. Meunier,Thomas,Meunier,NA,Defender,29,12/09/1991,Sainte-Ode,Belgium,Belgium,190 cm,82 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,0,0,1
264,T. Meunier,Thomas,Meunier,NA,Defender,29,12/09/1991,Sainte-Ode,Belgium,Belgium,190 cm,82 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,300,3,0,0,1
264,T. Meunier,Thomas,Meunier,NA,Defender,29,12/09/1991,Sainte-Ode,Belgium,Belgium,190 cm,82 kg,NA,6.860000,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,5,5,1,0,1,162,3,78,2,1,4,25,11,4,1,1,5,1,0,0,0,0,0,0,0,5,363,4,1,1,2
263,L. Kurzawa,Layvin,Kurzawa,NA,Defender,28,04/09/1992,Fréjus,France,France,182 cm,74 kg,NA,6.641176,85,Paris Saint Germain,Ligue 1,2018-2019,0,6,2,1,0,2,381,12,84,9,2,9,120,55,21,11,5,26,4,0,0,0,0,0,0,0,19,1010,11,8,8,11
263,L. Kurzawa,Layvin,Kurzawa,NA,Defender,28,04/09/1992,Fréjus,France,France,182 cm,74 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,L. Kurzawa,Layvin,Kurzawa,NA,Defender,28,04/09/1992,Fréjus,France,France,182 cm,74 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,140,2,0,2,1
263,L. Kurzawa,Layvin,Kurzawa,NA,Defender,28,04/09/1992,Fréjus,France,France,182 cm,74 kg,NA,NA,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
260,C. Dagba,Colin,Dagba,NA,Defender,22,09/09/1998,Béthune,France,France,170 cm,62 kg,NA,6.662500,85,Paris Saint Germain,Ligue 1,2018-2019,0,3,2,0,0,2,512,14,90,12,0,9,88,42,16,10,6,16,2,0,0,0,0,0,0,0,17,912,9,8,2,12
260,C. Dagba,Colin,Dagba,NA,Defender,22,09/09/1998,Béthune,France,France,170 cm,62 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,C. Dagba,Colin,Dagba,NA,Defender,22,09/09/1998,Béthune,France,France,170 cm,62 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,1,2,1,4
260,C. Dagba,Colin,Dagba,NA,Defender,22,09/09/1998,Béthune,France,France,170 cm,62 kg,NA,6.700000,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,0,0,0,0,0,5,0,100,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,2
279,L. Mbe Soh,Loïc,Mbe Soh,NA,Defender,19,13/06/2001,NA,France,France,186 cm,NA,NA,6.900000,85,Paris Saint Germain,Ligue 1,2018-2019,0,1,0,0,0,0,116,0,91,1,2,1,18,9,1,1,0,1,0,0,0,0,0,0,0,0,2,180,2,0,0,3
273,M. Verratti,Marco,Verratti,NA,Midfielder,28,05/11/1992,Pescara,Italy,Italy,165 cm,60 kg,NA,7.184000,85,Paris Saint Germain,Ligue 1,2018-2019,0,3,0,0,0,2,1803,31,90,40,1,17,284,160,39,31,56,33,7,0,0,0,0,0,0,0,26,1887,23,3,11,5
273,M. Verratti,Marco,Verratti,NA,Midfielder,28,05/11/1992,Pescara,Italy,Italy,165 cm,60 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,44,0,1,0,1
273,M. Verratti,Marco,Verratti,NA,Midfielder,28,05/11/1992,Pescara,Italy,Italy,165 cm,60 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,300,3,0,0,0
273,M. Verratti,Marco,Verratti,NA,Midfielder,28,05/11/1992,Pescara,Italy,Italy,165 cm,60 kg,NA,7.057142,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,2,1,0,0,0,550,4,91,16,3,5,94,56,9,8,21,14,2,0,0,0,0,0,0,0,7,601,7,0,3,0
271,L. Paredes,Leandro Daniel,Paredes,NA,Midfielder,26,29/06/1994,San Justo,Argentina,Argentina,180 cm,75 kg,NA,7.260000,85,Paris Saint Germain,Ligue 1,2018-2019,0,13,2,0,0,2,1094,19,91,19,6,13,112,67,9,5,20,13,1,0,0,0,0,0,0,0,16,1250,14,2,3,2
271,L. Paredes,Leandro Daniel,Paredes,NA,Midfielder,26,29/06/1994,San Justo,Argentina,Argentina,180 cm,75 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,292,2,2,1,2
271,L. Paredes,Leandro Daniel,Paredes,NA,Midfielder,26,29/06/1994,San Justo,Argentina,Argentina,180 cm,75 kg,NA,6.700000,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,0,0,0,0,0,47,0,91,1,0,0,7,4,0,0,3,1,1,0,0,0,0,0,0,0,2,35,0,2,0,2
266,Á. Di María,Ángel Fabián,Di María Hernández,NA,Midfielder,32,14/02/1988,Rosario,Argentina,Argentina,180 cm,75 kg,NA,7.427586,85,Paris Saint Germain,Ligue 1,2018-2019,0,95,32,12,0,10,973,56,77,16,1,15,195,74,74,32,15,11,2,0,0,1,0,0,0,0,30,2339,28,2,16,3
266,Á. Di María,Ángel Fabián,Di María Hernández,NA,Midfielder,32,14/02/1988,Rosario,Argentina,Argentina,180 cm,75 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,105,2,0,2,0
266,Á. Di María,Ángel Fabián,Di María Hernández,NA,Midfielder,32,14/02/1988,Rosario,Argentina,Argentina,180 cm,75 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,305,4,0,4,0
266,Á. Di María,Ángel Fabián,Di María Hernández,NA,Midfielder,32,14/02/1988,Rosario,Argentina,Argentina,180 cm,75 kg,NA,7.387500,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,18,8,2,0,3,304,21,86,4,1,6,55,24,15,12,2,5,1,0,0,0,1,0,0,0,8,661,8,0,5,0
267,J. Draxler,Julian,Draxler,NA,Midfielder,27,20/09/1993,Gladbeck,Germany,Germany,185 cm,72 kg,NA,7.038709,85,Paris Saint Germain,Ligue 1,2018-2019,0,31,17,3,0,7,1377,43,90,21,1,15,238,116,59,44,14,25,6,0,0,0,0,0,0,0,31,2044,22,9,7,10
267,J. Draxler,Julian,Draxler,NA,Midfielder,27,20/09/1993,Gladbeck,Germany,Germany,185 cm,72 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,165,2,0,1,0
267,J. Draxler,Julian,Draxler,NA,Midfielder,27,20/09/1993,Gladbeck,Germany,Germany,185 cm,72 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,484,5,1,2,1
267,J. Draxler,Julian,Draxler,NA,Midfielder,27,20/09/1993,Gladbeck,Germany,Germany,185 cm,72 kg,NA,6.850000,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,1,0,0,0,1,204,6,94,4,0,1,28,13,7,4,2,4,2,0,0,0,0,0,0,0,7,284,3,4,1,5
274,E. Cavani,Edinson Roberto,Cavani Gómez,NA,Attacker,33,14/02/1987,Salto,Uruguay,Uruguay,184 cm,71 kg,NA,7.400000,85,Paris Saint Germain,Ligue 1,2018-2019,2,52,24,18,0,5,267,13,77,9,2,6,96,42,20,11,16,11,1,0,0,2,0,4,1,0,21,1676,20,1,6,3
274,E. Cavani,Edinson Roberto,Cavani Gómez,NA,Attacker,33,14/02/1987,Salto,Uruguay,Uruguay,184 cm,71 kg,NA,NA,85,Paris Saint Germain,Coupe de la Ligue,2018-2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,134,1,1,0,1
274,E. Cavani,Edinson Roberto,Cavani Gómez,NA,Attacker,33,14/02/1987,Salto,Uruguay,Uruguay,184 cm,71 kg,NA,NA,85,Paris Saint Germain,Coupe de France,2018-2019,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,161,1,2,0,2
274,E. Cavani,Edinson Roberto,Cavani Gómez,NA,Attacker,33,14/02/1987,Salto,Uruguay,Uruguay,184 cm,71 kg,NA,7.016666,85,Paris Saint Germain,UEFA Champions League,2018-2019,0,12,6,2,0,1,59,3,84,0,0,4,13,4,3,2,1,3,0,0,0,0,0,0,0,0,7,414,5,2,3,2
276,Neymar,Neymar,da Silva Santos Junior,NA,Attacker,28,05/02/1992,Mogi das Cruzes,Brazil,Brazil,175 cm,68 kg,NA,8.164705,85,Paris Saint Germain,Ligue 1,2018-2019,0,55,27,15,0,7,797,46,80,8,0,5,304,153,123,74,58,12,2,0,0,2,0,5,0,0,17,1443,16,1,5,1
